,player,position,age,team,games,games_started,mins_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
494,J.R. Smith,SG,31,CLE,41,35,29.0,3.0,8.7,0.346,2.3,6.6,0.351,0.7,2.1,0.329,0.479,0.2,0.2,0.667,0.4,2.3,2.8,1.5,1.0,0.3,0.6,1.9,8.6
495,Jason Smith,C,30,WAS,74,3,14.4,2.4,4.4,0.529,0.5,1.1,0.474,1.9,3.4,0.546,0.585,0.5,0.5,0.686,0.9,2.6,3.5,0.5,0.3,0.7,0.8,2.3,5.7
496,Tony Snell,SG,25,MIL,80,80,29.2,3.1,6.8,0.455,1.8,4.4,0.406,1.3,2.3,0.548,0.588,0.6,0.6,0.81,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5
497,Marreese Speights,C,29,LAC,82,2,15.7,3.0,6.7,0.445,1.3,3.4,0.372,1.7,3.3,0.52,0.539,1.5,1.5,0.876,1.1,3.5,4.5,0.8,0.3,0.5,0.8,2.8,8.7
498,Tiago Splitter,C,32,PHI,8,0,9.5,1.8,3.9,0.452,0.3,0.8,0.333,1.5,3.1,0.48,0.484,1.1,1.1,0.818,1.0,1.8,2.8,0.5,0.1,0.1,0.8,1.0,4.9
499,Nik Stauskas,SG,23,PHI,80,27,27.4,3.1,7.9,0.396,1.7,4.5,0.368,1.5,3.4,0.433,0.5,1.5,1.5,0.813,0.3,2.6,2.8,2.4,0.6,0.4,1.6,1.8,9.5
500,Lance Stephenson,SG,26,TOT,18,0,20.1,3.0,6.7,0.45,0.3,1.1,0.3,2.7,5.6,0.48,0.475,0.4,0.4,0.615,0.2,2.7,2.9,3.3,0.3,0.2,1.4,1.8,6.8
501,Lance Stephenson,SG,26,NOP,6,0,27.0,4.3,9.2,0.473,0.2,1.7,0.1,4.2,7.5,0.556,0.482,0.8,0.8,0.625,0.5,2.5,3.0,4.8,0.3,0.2,1.8,3.0,9.7
502,Lance Stephenson,SG,26,MIN,6,0,11.2,1.7,3.5,0.476,0.0,0.3,0.0,1.7,3.2,0.526,0.476,0.2,0.2,0.5,0.0,1.7,1.7,0.8,0.0,0.0,0.7,0.3,3.5
503,Lance Stephenson,SG,26,IND,6,0,22.0,3.0,7.3,0.409,0.8,1.3,0.625,2.2,6.0,0.361,0.466,0.3,0.3,0.667,0.2,3.8,4.0,4.2,0.5,0.3,1.8,2.0,7.2
504,Jarnell Stokes,C,23,DEN,2,0,3.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.5,1.5
505,Diamond Stone,C,19,LAC,7,0,3.4,0.4,1.9,0.231,0.0,0.0,0.0,0.4,1.9,0.231,0.231,0.6,0.6,1.0,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4
506,Rodney Stuckey,PG,30,IND,39,0,17.8,2.3,6.3,0.373,0.5,1.5,0.317,1.8,4.7,0.391,0.412,2.1,2.1,0.748,0.2,2.0,2.2,2.2,0.4,0.0,1.4,1.1,7.2
507,Jared Sullinger,PF,24,TOR,11,1,10.7,1.4,4.3,0.319,0.3,1.6,0.167,1.1,2.6,0.414,0.351,0.4,0.4,0.5,0.9,1.5,2.5,0.3,0.4,0.1,0.4,1.5,3.4
508,Edy Tavares,C,24,TOT,2,0,14.0,2.0,2.5,0.8,0.0,0.0,0.0,2.0,2.5,0.8,0.8,0.0,0.0,0.0,2.0,3.5,5.5,0.5,0.0,3.0,1.0,1.5,4.0
509,Edy Tavares,C,24,ATL,1,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
510,Edy Tavares,C,24,CLE,1,0,24.0,3.0,4.0,0.75,0.0,0.0,0.0,3.0,4.0,0.75,0.75,0.0,0.0,0.0,4.0,6.0,10.0,1.0,0.0,6.0,2.0,3.0,6.0
511,Isaiah Taylor,PG,22,HOU,4,0,13.0,0.3,1.8,0.143,0.0,0.5,0.0,0.3,1.3,0.2,0.143,0.3,0.3,0.5,0.3,0.5,0.8,0.8,0.3,0.3,0.0,1.5,0.8
512,Jeff Teague,PG,28,IND,82,82,32.4,4.9,11.1,0.442,1.1,3.1,0.357,3.8,8.0,0.475,0.492,4.4,4.4,0.867,0.4,3.6,4.0,7.8,1.2,0.4,2.6,2.0,15.3
513,Mirza Teletovic,PF,31,MIL,70,2,16.2,2.2,6.0,0.373,1.5,4.4,0.341,0.7,1.6,0.46,0.498,0.5,0.5,0.778,0.2,2.2,2.3,0.7,0.2,0.2,0.5,1.6,6.4
514,Garrett Temple,SG,30,SAC,65,21,26.6,2.8,6.6,0.424,1.3,3.4,0.373,1.6,3.3,0.476,0.519,0.9,0.9,0.784,0.5,2.3,2.8,2.6,1.3,0.4,1.2,2.2,7.8
515,Jason Terry,SG,39,MIL,74,0,18.4,1.4,3.3,0.432,1.0,2.3,0.427,0.4,1.0,0.444,0.582,0.3,0.3,0.828,0.2,1.2,1.4,1.3,0.6,0.3,0.5,1.3,4.1
516,Isaiah Thomas,PG,27,BOS,76,76,33.8,9.0,19.4,0.463,3.2,8.5,0.379,5.8,10.9,0.528,0.546,7.8,7.8,0.909,0.6,2.1,2.7,5.9,0.9,0.2,2.8,2.2,28.9
517,Lance Thomas,PF,28,NYK,46,15,21.0,2.1,5.3,0.398,0.8,1.8,0.447,1.3,3.5,0.371,0.475,0.9,0.9,0.843,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,6.0
518,Hollis Thompson,SG,25,TOT,40,9,18.8,1.9,5.0,0.385,0.8,2.4,0.337,1.1,2.6,0.429,0.465,0.5,0.5,0.655,0.5,2.3,2.8,0.9,0.5,0.2,0.3,1.7,5.1
519,Hollis Thompson,SG,25,PHI,31,1,18.1,2.1,5.1,0.415,0.8,2.3,0.366,1.3,2.8,0.455,0.497,0.4,0.4,0.65,0.5,2.2,2.7,0.8,0.5,0.2,0.3,1.8,5.5
520,Hollis Thompson,SG,25,NOP,9,8,21.2,1.2,4.6,0.268,0.7,2.7,0.25,0.6,1.9,0.294,0.341,0.7,0.7,0.667,0.4,2.7,3.1,1.0,0.7,0.0,0.2,1.6,3.8
521,Klay Thompson,SG,26,GSW,78,78,34.0,8.3,17.6,0.468,3.4,8.3,0.414,4.8,9.3,0.516,0.565,2.4,2.4,0.853,0.6,3.0,3.7,2.1,0.8,0.5,1.6,1.8,22.3
522,Tristan Thompson,C,25,CLE,78,78,29.9,3.4,5.6,0.6,0.0,0.0,0.0,3.4,5.6,0.604,0.6,1.4,1.4,0.498,3.7,5.5,9.2,1.0,0.5,1.1,0.8,2.3,8.1
523,Marcus Thornton,SG,29,WAS,33,1,17.4,2.5,6.4,0.4,0.8,2.4,0.35,1.7,3.9,0.431,0.467,0.7,0.7,0.852,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6
524,Mike Tobey,C,22,CHO,2,0,12.5,0.5,2.0,0.25,0.0,0.0,0.0,0.5,2.0,0.25,0.25,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0
525,Anthony Tolliver,PF,31,SAC,65,9,22.7,2.4,5.4,0.442,1.4,3.5,0.391,1.0,1.9,0.537,0.57,0.9,0.9,0.744,0.8,2.9,3.6,1.2,0.5,0.3,0.9,1.7,7.1
526,Axel Toupane,SF,24,TOT,4,0,11.8,1.3,2.3,0.556,0.3,1.0,0.25,1.0,1.3,0.8,0.611,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,1.5,2.8
527,Axel Toupane,SF,24,MIL,2,0,3.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
528,Axel Toupane,SF,24,NOP,2,0,20.5,2.5,4.0,0.625,0.5,1.5,0.333,2.0,2.5,0.8,0.688,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,2.5,5.5
529,Karl-Anthony Towns,C,21,MIN,82,82,37.0,9.8,18.0,0.542,1.2,3.4,0.367,8.5,14.7,0.582,0.576,4.3,4.3,0.832,3.6,8.7,12.3,2.7,0.7,1.3,2.6,2.9,25.1
530,P.J. Tucker,SF,31,TOT,81,21,27.6,2.5,6.0,0.413,0.9,2.4,0.357,1.6,3.5,0.451,0.485,0.9,0.9,0.774,1.4,4.4,5.8,1.2,1.4,0.2,0.8,2.4,6.7
531,P.J. Tucker,SF,31,PHO,57,17,28.5,2.6,6.2,0.415,0.8,2.4,0.338,1.8,3.8,0.463,0.48,1.1,1.1,0.792,1.6,4.4,6.0,1.3,1.5,0.2,0.9,2.5,7.0
532,P.J. Tucker,SF,31,TOR,24,4,25.4,2.2,5.3,0.406,1.0,2.5,0.4,1.2,2.8,0.412,0.5,0.5,0.5,0.688,1.0,4.4,5.4,1.1,1.3,0.2,0.6,2.2,5.8
533,Evan Turner,SF,28,POR,65,12,25.5,3.6,8.5,0.426,0.5,1.8,0.263,3.1,6.7,0.47,0.454,1.3,1.3,0.825,0.6,3.2,3.8,3.2,0.8,0.4,1.5,1.9,9.0
534,Myles Turner,C,20,IND,81,81,31.4,5.5,10.7,0.511,0.5,1.4,0.348,5.0,9.3,0.536,0.534,3.0,3.0,0.809,1.7,5.6,7.3,1.3,0.9,2.1,1.3,3.2,14.5
535,Beno Udrih,PG,34,DET,39,0,14.4,2.4,5.1,0.467,0.3,0.8,0.344,2.1,4.2,0.491,0.495,0.8,0.8,0.941,0.2,1.3,1.5,3.4,0.3,0.0,0.9,0.7,5.8
536,Tyler Ulis,PG,21,PHO,61,15,18.4,3.0,7.2,0.421,0.3,1.3,0.266,2.7,5.9,0.455,0.445,0.9,0.9,0.775,0.3,1.2,1.6,3.7,0.8,0.1,1.3,1.2,7.3
537,Jarrod Uthoff,PF,23,DAL,9,0,12.8,1.8,4.2,0.421,0.3,1.0,0.333,1.4,3.2,0.448,0.461,0.6,0.6,0.714,0.9,1.6,2.4,1.0,0.2,0.4,0.3,0.9,4.4
538,Jonas Valanciunas,C,24,TOR,80,80,25.8,4.9,8.8,0.557,0.0,0.0,0.5,4.9,8.8,0.557,0.558,2.2,2.2,0.811,2.8,6.7,9.5,0.7,0.5,0.8,1.3,2.7,12.0
539,Denzel Valentine,SG,23,CHI,57,0,17.1,1.8,5.1,0.354,1.3,3.6,0.351,0.5,1.4,0.363,0.481,0.2,0.2,0.778,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,5.1
540,Fred VanVleet,PG,22,TOR,37,0,7.9,1.1,3.0,0.351,0.3,0.8,0.379,0.8,2.2,0.341,0.401,0.5,0.5,0.818,0.1,1.0,1.1,0.9,0.4,0.1,0.4,1.0,2.9
541,Anderson Varejao,C,34,GSW,14,1,6.6,0.4,1.0,0.357,0.0,0.0,0.0,0.4,1.0,0.357,0.357,0.6,0.6,0.727,0.9,1.1,1.9,0.7,0.2,0.2,0.6,1.1,1.3
542,Greivis Vasquez,PG,30,BRK,3,0,13.0,0.7,2.7,0.25,0.3,1.0,0.333,0.3,1.7,0.2,0.313,0.7,0.7,0.667,0.0,0.7,0.7,1.7,0.3,0.3,0.3,2.0,2.3
543,Rashad Vaughn,SG,20,MIL,41,2,11.2,1.4,3.8,0.365,0.6,2.0,0.321,0.8,1.8,0.413,0.449,0.0,0.0,0.4,0.1,1.1,1.2,0.6,0.5,0.2,0.3,0.8,3.5
544,Noah Vonleh,PF,21,POR,74,41,17.1,1.8,3.6,0.481,0.1,0.3,0.35,1.7,3.4,0.492,0.494,0.8,0.8,0.638,1.8,3.5,5.2,0.4,0.4,0.4,0.9,2.1,4.4
545,Nikola Vucevic,C,26,ORL,75,55,28.8,6.4,13.7,0.468,0.3,1.0,0.307,6.1,12.7,0.481,0.48,1.4,1.4,0.669,2.3,8.0,10.4,2.8,1.0,1.0,1.6,2.4,14.6
546,Sasha Vujacic,SG,32,NYK,42,4,9.7,1.0,3.2,0.309,0.5,1.8,0.311,0.5,1.5,0.306,0.393,0.4,0.4,0.708,0.3,1.1,1.4,1.2,0.3,0.0,0.4,0.9,3.0
547,Dwyane Wade,SG,35,CHI,60,59,29.9,6.9,15.9,0.434,0.8,2.4,0.31,6.2,13.5,0.456,0.457,3.7,3.7,0.794,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,18.3
548,Dion Waiters,SG,25,MIA,46,43,30.1,6.1,14.4,0.424,1.8,4.7,0.395,4.3,9.7,0.438,0.488,1.8,1.8,0.646,0.4,2.9,3.3,4.3,0.9,0.4,2.2,2.1,15.8
549,Kemba Walker,PG,26,CHO,79,79,34.7,8.1,18.3,0.444,3.0,7.6,0.399,5.1,10.7,0.476,0.527,3.8,3.8,0.847,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,23.2
550,John Wall,PG,26,WAS,78,78,36.4,8.3,18.4,0.451,1.1,3.5,0.327,7.2,14.9,0.48,0.482,5.4,5.4,0.801,0.8,3.4,4.2,10.7,2.0,0.6,4.1,1.9,23.1
551,Taurean Waller-Prince,SF,22,ATL,59,10,16.6,1.9,4.8,0.4,0.6,1.7,0.324,1.4,3.1,0.443,0.458,1.3,1.3,0.787,0.4,2.2,2.7,0.9,0.7,0.5,1.0,1.6,5.7
552,T.J. Warren,SF,23,PHO,66,59,31.0,6.1,12.3,0.495,0.4,1.5,0.265,5.7,10.8,0.527,0.511,1.8,1.8,0.773,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7,14.4
553,C.J. Watson,PG,32,ORL,62,9,16.3,1.5,4.0,0.387,0.5,1.7,0.305,1.0,2.3,0.448,0.452,0.9,0.9,0.864,0.3,1.2,1.4,1.8,0.7,0.0,0.8,1.4,4.5
554,Briante Weber,PG,24,TOT,20,0,10.3,1.3,3.0,0.417,0.1,0.5,0.1,1.2,2.5,0.48,0.425,0.6,0.6,0.688,0.4,0.9,1.3,1.1,0.6,0.1,0.4,0.8,3.1
555,Briante Weber,PG,24,GSW,7,0,6.6,0.7,2.0,0.357,0.0,0.4,0.0,0.7,1.6,0.455,0.357,0.3,0.3,0.667,0.0,0.6,0.6,0.7,0.4,0.1,0.4,0.6,1.7
556,Briante Weber,PG,24,CHO,13,0,12.2,1.5,3.5,0.435,0.1,0.5,0.143,1.5,3.0,0.487,0.446,0.7,0.7,0.692,0.6,1.1,1.7,1.2,0.7,0.0,0.4,0.9,3.8
557,David West,C,36,GSW,68,0,12.6,2.0,3.7,0.536,0.0,0.1,0.375,1.9,3.6,0.541,0.542,0.6,0.6,0.768,0.7,2.3,3.0,2.2,0.6,0.7,1.1,1.5,4.6
558,Russell Westbrook,PG,28,OKC,81,81,34.6,10.2,24.0,0.425,2.5,7.2,0.343,7.7,16.8,0.459,0.476,8.8,8.8,0.845,1.7,9.0,10.7,10.4,1.6,0.4,5.4,2.3,31.6
559,Okaro White,PF,24,MIA,35,0,13.5,0.9,2.5,0.379,0.3,1.0,0.353,0.6,1.5,0.396,0.448,0.6,0.6,0.909,0.7,1.6,2.3,0.6,0.3,0.3,0.5,1.5,2.8
560,Isaiah Whitehead,PG,21,BRK,73,26,22.5,2.8,7.0,0.402,0.6,2.0,0.295,2.2,4.9,0.446,0.445,1.2,1.2,0.805,0.4,2.1,2.5,2.6,0.6,0.5,1.9,2.4,7.4
561,Hassan Whiteside,C,27,MIA,77,77,32.6,7.0,12.6,0.557,0.0,0.0,0.0,7.0,12.6,0.557,0.557,2.9,2.9,0.628,3.8,10.3,14.1,0.7,0.7,2.1,2.0,2.9,17.0
562,Andrew Wiggins,SF,21,MIN,82,82,37.2,8.6,19.1,0.452,1.3,3.5,0.356,7.4,15.6,0.473,0.484,5.0,5.0,0.76,1.2,2.8,4.0,2.3,1.0,0.4,2.3,2.2,23.6
563,C.J. Wilcox,SG,26,ORL,22,0,4.9,0.4,1.4,0.258,0.1,0.7,0.2,0.2,0.7,0.313,0.306,0.1,0.1,1.0,0.2,0.4,0.5,0.5,0.1,0.0,0.3,0.4,1.0
564,Alan Williams,C,24,PHO,47,0,15.1,2.9,5.7,0.517,0.0,0.0,0.0,2.9,5.7,0.519,0.517,1.5,1.5,0.625,2.0,4.2,6.2,0.5,0.6,0.7,0.8,2.7,7.4
565,Deron Williams,PG,32,TOT,64,44,25.9,4.1,9.4,0.438,1.3,3.7,0.363,2.8,5.7,0.486,0.509,1.4,1.4,0.826,0.2,2.1,2.3,5.6,0.5,0.1,2.2,2.2,11.0
566,Deron Williams,PG,32,DAL,40,40,29.3,4.9,11.3,0.43,1.6,4.5,0.348,3.3,6.8,0.485,0.5,1.7,1.7,0.821,0.3,2.2,2.6,6.9,0.6,0.1,2.5,2.4,13.1
567,Deron Williams,PG,32,CLE,24,4,20.3,2.8,6.1,0.463,0.9,2.2,0.415,1.9,3.9,0.489,0.537,0.9,0.9,0.84,0.0,1.8,1.9,3.6,0.3,0.3,1.7,1.8,7.5
568,Derrick Williams,PF,25,TOT,50,11,16.1,2.2,4.9,0.443,0.6,1.9,0.309,1.6,2.9,0.531,0.504,1.2,1.2,0.652,0.4,2.2,2.6,0.6,0.3,0.1,0.6,1.2,6.1
569,Derrick Williams,PF,25,MIA,25,11,15.1,2.2,5.5,0.394,0.4,1.8,0.2,1.8,3.7,0.489,0.427,1.2,1.2,0.62,0.6,2.3,2.9,0.6,0.4,0.2,0.6,1.3,5.9
570,Derrick Williams,PF,25,CLE,25,0,17.1,2.2,4.3,0.505,0.8,2.1,0.404,1.3,2.2,0.6,0.603,1.1,1.1,0.692,0.1,2.2,2.3,0.6,0.2,0.1,0.6,1.1,6.2
571,Lou Williams,SG,30,TOT,81,1,24.6,5.3,12.3,0.429,2.0,5.5,0.365,3.3,6.8,0.48,0.511,5.0,5.0,0.88,0.3,2.2,2.5,3.0,1.0,0.2,2.0,1.1,17.5
572,Lou Williams,SG,30,LAL,58,1,24.2,5.6,12.7,0.444,2.1,5.5,0.385,3.5,7.2,0.489,0.527,5.2,5.2,0.884,0.2,2.0,2.3,3.2,1.1,0.2,2.1,1.2,18.6
573,Lou Williams,SG,30,HOU,23,0,25.7,4.4,11.5,0.386,1.8,5.6,0.318,2.7,5.9,0.452,0.464,4.3,4.3,0.867,0.5,2.5,3.0,2.4,0.7,0.4,1.7,1.1,14.9
574,Marvin Williams,PF,30,CHO,76,76,30.2,3.9,9.3,0.422,1.6,4.7,0.35,2.3,4.6,0.494,0.51,1.7,1.7,0.873,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8,11.2
575,Reggie Williams,SF,30,NOP,6,0,13.2,1.3,3.8,0.348,0.8,1.8,0.455,0.5,2.0,0.25,0.457,1.0,1.0,0.857,0.3,0.7,1.0,0.7,0.5,0.0,0.0,0.3,4.5
576,Troy Williams,SF,22,TOT,30,16,18.6,2.4,5.6,0.437,0.6,2.1,0.29,1.8,3.5,0.524,0.491,0.7,0.7,0.656,0.5,1.8,2.3,0.8,0.9,0.3,1.1,2.0,6.2
577,Troy Williams,SF,22,MEM,24,13,17.4,2.1,5.1,0.415,0.4,1.7,0.244,1.7,3.4,0.5,0.455,0.6,0.6,0.6,0.3,1.6,1.9,0.8,1.0,0.4,1.1,1.8,5.3
578,Troy Williams,SF,22,HOU,6,3,23.2,3.7,7.3,0.5,1.3,3.5,0.381,2.3,3.8,0.609,0.591,1.0,1.0,0.857,1.5,2.5,4.0,1.0,0.5,0.2,1.0,3.0,9.7
579,Kyle Wiltjer,PF,24,HOU,14,0,3.1,0.3,1.0,0.286,0.3,0.9,0.308,0.0,0.1,0.0,0.429,0.1,0.1,0.5,0.3,0.4,0.7,0.1,0.2,0.1,0.4,0.3,0.9
580,Justise Winslow,SF,20,MIA,18,15,34.7,4.4,12.5,0.356,0.4,1.9,0.2,4.1,10.6,0.384,0.371,1.6,1.6,0.617,1.3,3.9,5.2,3.7,1.4,0.3,1.8,2.9,10.9
581,Jeff Withey,C,26,UTA,51,1,8.5,1.1,2.0,0.534,0.0,0.0,0.0,1.1,2.0,0.539,0.534,0.7,0.7,0.75,1.0,1.4,2.4,0.1,0.3,0.6,0.3,1.0,2.9
582,Christian Wood,PF,21,CHO,13,0,8.2,0.9,1.8,0.522,0.0,0.4,0.0,0.9,1.4,0.667,0.522,0.8,0.8,0.733,1.1,1.2,2.2,0.2,0.2,0.5,0.5,0.8,2.7
583,Metta World Peace,SF,37,LAL,25,2,6.4,0.8,2.7,0.279,0.4,1.5,0.237,0.4,1.2,0.333,0.346,0.4,0.4,0.625,0.2,0.6,0.8,0.4,0.4,0.1,0.3,0.7,2.3
584,Brandan Wright,PF,29,MEM,28,5,16.0,3.0,4.8,0.615,0.0,0.0,0.0,3.0,4.8,0.619,0.615,0.8,0.8,0.657,1.1,1.7,2.8,0.5,0.4,0.7,0.4,1.5,6.8
585,Delon Wright,PG,24,TOR,27,0,16.5,1.8,4.3,0.422,0.4,1.1,0.333,1.4,3.2,0.453,0.466,1.6,1.6,0.764,0.6,1.2,1.8,2.1,1.0,0.4,0.9,1.1,5.6
586,James Young,SG,21,BOS,29,0,7.6,0.9,2.0,0.431,0.4,1.2,0.343,0.4,0.8,0.565,0.534,0.2,0.2,0.667,0.2,0.7,0.9,0.1,0.3,0.1,0.1,0.5,2.3
587,Joe Young,PG,24,IND,33,0,4.1,0.8,2.2,0.361,0.2,0.7,0.217,0.6,1.5,0.429,0.396,0.3,0.3,0.733,0.0,0.5,0.5,0.5,0.1,0.0,0.2,0.2,2.1
588,Nick Young,SG,31,LAL,60,60,25.9,4.5,10.6,0.43,2.8,7.0,0.404,1.7,3.5,0.481,0.564,1.3,1.3,0.856,0.4,1.9,2.3,1.0,0.6,0.2,0.6,2.3,13.2
589,Thaddeus Young,PF,28,IND,74,74,30.2,4.9,9.3,0.527,0.6,1.6,0.381,4.3,7.7,0.557,0.56,0.6,0.6,0.523,1.8,4.3,6.1,1.6,1.5,0.4,1.3,1.8,11.0
590,Cody Zeller,PF,24,CHO,62,58,27.8,4.1,7.1,0.571,0.0,0.0,0.0,4.1,7.1,0.572,0.571,2.1,2.1,0.679,2.2,4.4,6.5,1.6,1.0,0.9,1.0,3.0,10.3
591,Tyler Zeller,C,27,BOS,51,5,10.3,1.5,3.1,0.494,0.0,0.0,0.0,1.5,3.1,0.497,0.494,0.4,0.4,0.564,0.8,1.6,2.4,0.8,0.1,0.4,0.4,1.2,3.5
592,Stephen Zimmerman,C,20,ORL,19,0,5.7,0.5,1.6,0.323,0.0,0.0,0.0,0.5,1.6,0.323,0.323,0.2,0.2,0.6,0.6,1.3,1.8,0.2,0.1,0.3,0.2,0.9,1.2
593,Paul Zipser,SF,22,CHI,44,18,19.2,2.0,5.0,0.398,0.8,2.3,0.333,1.3,2.8,0.451,0.473,0.7,0.7,0.775,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,5.5
594,Ivica Zubac,C,19,LAL,38,11,16.0,3.3,6.3,0.529,0.0,0.1,0.0,3.3,6.2,0.536,0.529,0.8,0.8,0.653,1.1,3.1,4.2,0.8,0.4,0.9,0.8,1.7,7.5
